CloseHandle,CreateProcess,MemoryManipulation,ProcessSnapshot,ReadFile,Sleep,ThreadManipulation,TokenPrivileges,WriteFile
1,0,0,0,0,1,0,0,151
1,0,0,0,0,1,0,0,1
1,0,0,0,0,1,0,0,259
1,0,0,0,0,1,0,0,111
1,0,0,0,0,1,0,0,90
1,0,0,0,0,1,0,0,97
1,0,0,0,0,1,0,0,145
1,0,0,0,0,1,0,0,80
1,0,0,0,0,1,0,0,96
1,0,0,0,0,1,0,0,158
1,0,0,0,0,1,0,0,205
1,0,0,0,0,1,0,0,76
1,0,0,0,0,1,0,0,34
1,0,0,0,0,1,0,0,59
1,0,0,0,0,1,0,0,89
1,0,0,0,0,1,0,0,23
1,0,0,0,0,1,0,0,93
1,0,0,0,0,1,0,0,112
1,0,0,0,0,1,0,0,118
1,0,0,0,0,1,0,0,94
1,0,0,0,0,1,0,0,122
1,0,0,0,0,1,0,0,79
1,0,0,0,0,1,0,0,117
1,0,0,0,0,1,0,0,387
1,0,0,0,0,1,0,0,94
