MemoryManipulation,ReadFile,CreateProcess,WriteFile,CloseHandle,ThreadManipulation,Sleep,ProcessSnapshot,TokenPrivileges
0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,1
1,0,0,0,0,1,0,0,1
14,0,0,0,75,1,0,2,65
1,0,0,0,0,1,0,0,1
6,0,0,0,13,1,0,2,3
1,0,0,0,0,1,0,0,1
3,0,0,0,10,1,0,1,3
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,1
1,0,0,0,0,1,0,0,1
1,0,0,0,0,1,0,0,1
